Model,MAE,RMSE
LightGBM_regressionl1km_pred+osrm_sec+osrm_km,1.6370168311461772,3.288336687329102
Light GBM Log Quantile Median Regression + osrm_sec+osrm_km,1.6373261263818513,3.2611511043249037
Log-LightGBM and osrm_km,1.6375901704675098,3.1429679313679726
Light GBM Log Quantile Median Regression + osrm_sec,1.6402364238403857,3.256003209587304
Log-XGB + sec_pred+osrm_km,1.6407258263314382,3.120122364300924
LightGBM_regressionl1km_pred+osrm_km,1.6408002458248423,3.2936308291746754
Log-XGB + km_pred+osrm_sec,1.6414396830628182,3.1078067581591022
BLENDED Light GBM and XGBOOST + osrm_sec,1.6418435865659062,3.132837686970625
Log-XGB + km_pred+sec_pred,1.6433255545995886,3.122788871900236
Log-XGB + sec_pred+osrm_sec+osrm_km,1.6433797016428044,3.122678126446417
LightGBM_regressionl1osrm_sec+osrm_km,1.6437763935652054,3.2747748993259607
Log-XGB + km_pred+sec_pred+osrm_sec,1.6451074702183803,3.1190170875368994
Light GBM Log Quantile Median Regression + osrm_km,1.6452127462065356,3.2789762901948025
Log-XGB + sec_pred+osrm_sec,1.645630784542051,3.1167199035617945
Log-LightGBM and osrm_sec,1.6457598403678655,3.1448932079840253
Log-XGB + km_pred+sec_pred+osrm_km,1.646111363084557,3.1288118715829434
Log-XGB + km_pred+osrm_sec+osrm_km,1.64637877103799,3.116451280640051
Log-XGB + sec_pred,1.6468109728791853,3.1197561962743148
Log-XGB + km_pred,1.6470863309879502,3.1072984945912707
Log-XGB + km_pred+osrm_km,1.6493604009208485,3.1162364507398386
Log-XGB + km_pred+sec_pred+osrm_sec+osrm_km,1.6496659242307408,3.1288623712778367
LightGBM_regressionl1osrm_km,1.6522920366259914,3.2902208820093644
LightGBM_regressionl1osrm_sec,1.6624424015313097,3.285568745646512
Log-XGB + osrm_sec+osrm_km,1.6645454970851978,3.14035083921306
Log-XGB + osrm_sec,1.6669831400077317,3.139050372648826
Log-XGB + osrm_km,1.6694637762377917,3.1438635375773942
XGBoostsec_pred+osrm_sec,1.7361437581070658,3.1532682128100054
XGBoostkm_pred+sec_pred+osrm_km,1.7380859637327768,3.1537792730620424
XGBoostsec_pred+osrm_sec+osrm_km,1.7390351333795329,3.1599229092086487
XGBoostkm_pred+sec_pred,1.7397048472258172,3.1607497878597437
LightGBMkm_pred+sec_pred+osrm_sec+osrm_km,1.7402666472981876,3.142416098066382
XGBoostkm_pred+sec_pred+osrm_sec,1.7406785878680537,3.1594472549546486
XGBoostkm_pred+sec_pred+osrm_sec+osrm_km,1.741455469839806,3.152447184886341
XGBoostsec_pred+osrm_km,1.741725422509826,3.157982854313676
LightGBMsec_pred+osrm_sec+osrm_km,1.7419784569420598,3.1363209293173
XGBoostkm_pred+osrm_sec+osrm_km,1.742491122904123,3.15323653144811
XGBoostkm_pred+osrm_sec,1.7426359649741399,3.1484406579220092
XGBoostsec_pred,1.743529217724477,3.162678367609708
LightGBMsec_pred+osrm_km,1.7446930311737638,3.1468679381400317
LightGBMkm_pred+sec_pred+osrm_sec,1.7449204233171662,3.1484558884169265
LightGBMkm_pred+sec_pred,1.7461826131176783,3.1466440053394957
LightGBMkm_pred+sec_pred+osrm_km,1.74699385111156,3.147312593134694
XGBoostkm_pred,1.7478752499029713,3.155306285129601
XGBoostkm_pred+osrm_km,1.7519510082437484,3.154919057887879
LightGBMsec_pred,1.7536427158422028,3.158985112843555
LightGBMsec_pred+osrm_sec,1.754059921931753,3.1493368010706693
LightGBMkm_pred,1.7541580280010753,3.145973774827448
BLENDED Light GBM and XGBOOST + none,1.7551022475631395,3.276306845184765
LightGBMkm_pred+osrm_sec+osrm_km,1.755558970991811,3.150587288528538
LightGBMkm_pred+osrm_sec,1.758472488031884,3.1551152676188456
LightGBMkm_pred+osrm_km,1.7616556819334261,3.1641597816152576
Log-XGB + none,1.7644965598652724,3.261778950581776
LightGBM_regressionl1none,1.7658709687824026,3.4054077438075723
XGBoostosrm_sec+osrm_km,1.7709074724630272,3.1818512879221363
XGBoostosrm_sec,1.7727246254028846,3.1817925962922295
Log-LightGBM and none,1.776556644948443,3.3073752237235827
XGBoostosrm_km,1.7780063205598333,3.1892434926515105
Light GBM Log Quantile Median Regression + none,1.781103170464631,3.4011669449117528
LightGBMosrm_sec+osrm_km,1.78579563240258,3.1795398570195763
LightGBMosrm_sec,1.7917762012595633,3.1854342471650643
LightGBMosrm_km,1.7937740830823934,3.194258440627076
XGBoostnone,1.8567993621682313,3.3280821544543846
LightGBMnone,1.9360353533059333,3.3394001359955174
