Model,MAE,RMSE
LightGBM_regressionl1km_pred+osrm_sec+osrm_km,1.6505261850918986,3.5765755943212545
Light GBM Log Quantile Median Regression + sec_pred,1.650890622464785,3.547272075145075
Light GBM Log Quantile Median Regression + osrm_sec+osrm_km,1.6511733564893623,3.541366360729129
BLENDED Light GBM and XGBOOST + osrm_sec+osrm_km,1.651881405595852,3.413190755002807
LightGBM_regressionl1km_pred+osrm_km,1.6535553799630909,3.5741781767665697
BLENDED Light GBM and XGBOOST + osrm_km,1.6547003567793712,3.4120019185930213
LightGBM_regressionl1km_pred,1.6547772198100972,3.5780962807748655
Log-LightGBM and osrm_sec+osrm_km,1.6549557368645726,3.4267790553871036
Log-LightGBM and osrm_km,1.6564454934034214,3.4235327384341083
BLENDED Light GBM and XGBOOST + sec_pred,1.6569188065862086,3.43633024741147
Log-LightGBM and sec_pred,1.6592658384148433,3.44429290347815
BLENDED Light GBM and XGBOOST + osrm_sec,1.6593245543994968,3.4150650297121175
Light GBM Log Quantile Median Regression + osrm_km,1.6611662550190147,3.556444659330791
LightGBM_regressionl1sec_pred,1.6612491099861588,3.5699454174938094
Log-LightGBM and osrm_sec,1.6632416606412366,3.430279835375723
Light GBM Log Quantile Median Regression + osrm_sec,1.6642725111886496,3.546618244842996
Log-XGB + km_pred+osrm_sec,1.665452751997341,3.4169048266586715
LightGBM_regressionl1sec_pred+osrm_sec,1.6668449570463828,3.5868842800465632
Log-XGB + km_pred+osrm_km,1.669401261664934,3.422241098679681
LightGBM_regressionl1osrm_sec+osrm_km,1.6698479203515895,3.5777668471178683
Log-XGB + km_pred+sec_pred+osrm_sec,1.6698600506913137,3.4297255701962626
Log-XGB + km_pred+osrm_sec+osrm_km,1.6704520116016703,3.4267200001496105
Log-XGB + km_pred,1.6705750202406608,3.422814205567382
Log-XGB + km_pred+sec_pred+osrm_km,1.67140047834558,3.433621499964675
Log-XGB + sec_pred+osrm_km,1.6716961068815999,3.427232088063745
LightGBM_regressionl1osrm_km,1.6726413437369227,3.5785234199777696
Log-XGB + km_pred+sec_pred+osrm_sec+osrm_km,1.673954040129793,3.434480067282101
Log-XGB + km_pred+sec_pred,1.6756264260690417,3.43826233630478
Log-XGB + sec_pred+osrm_sec+osrm_km,1.6758446396214464,3.4351500654295437
Log-XGB + osrm_sec+osrm_km,1.6762781490778307,3.4093577061173326
LightGBM_regressionl1osrm_sec,1.6771271952058333,3.563768818633068
Log-XGB + sec_pred+osrm_sec,1.6796897253335212,3.4438537646547536
Log-XGB + osrm_km,1.6821074635488573,3.4134238349690276
Log-XGB + osrm_sec,1.6823368161097338,3.4079245369583435
Log-XGB + sec_pred,1.6839120878632536,3.448333459946787
BLENDED Light GBM and XGBOOST + none,1.7428909768301686,3.2438060879126343
Log-XGB + none,1.753286322555542,3.2346842065457904
LightGBM_regressionl1none,1.7541069515899639,3.3837779654280213
Log-LightGBM and none,1.7622919895312394,3.271293503140795
XGBoostsec_pred+osrm_km,1.766796111146654,3.460518686138013
LightGBMkm_pred+sec_pred+osrm_sec+osrm_km,1.766862342528224,3.445752274124575
XGBoostkm_pred+sec_pred+osrm_km,1.7670019933291654,3.4644838242988927
LightGBMkm_pred+sec_pred+osrm_km,1.7672607332887815,3.4460235602357896
LightGBMkm_pred+sec_pred,1.7682413759852054,3.449257693370507
LightGBMsec_pred+osrm_km,1.7688124162822085,3.446178147480529
XGBoostkm_pred+osrm_sec,1.7699926626697289,3.4578461963222877
LightGBMkm_pred+sec_pred+osrm_sec,1.7700482435679452,3.4420530904354703
XGBoostkm_pred,1.7706738815266732,3.4502826099925663
XGBoostkm_pred+sec_pred,1.7710959223423133,3.4650519676227187
LightGBMsec_pred+osrm_sec+osrm_km,1.7711216261081082,3.4455370752930468
LightGBMkm_pred,1.771510395131835,3.445150654169861
XGBoostkm_pred+osrm_sec+osrm_km,1.7725442946179044,3.4625515728035245
LightGBMkm_pred+osrm_sec+osrm_km,1.7726041266885582,3.441827074901816
XGBoostsec_pred+osrm_sec+osrm_km,1.772859953499608,3.4676209932526763
XGBoostkm_pred+sec_pred+osrm_sec,1.7734444681925878,3.470511531168901
XGBoostkm_pred+sec_pred+osrm_sec+osrm_km,1.7739765722258978,3.4682151322909607
XGBoostkm_pred+osrm_km,1.7743976989127768,3.454783936907603
LightGBMkm_pred+osrm_sec,1.775241072486387,3.447663043974305
Light GBM Log Quantile Median Regression + none,1.775434370431392,3.3784958668261726
LightGBMsec_pred+osrm_sec,1.7757340807908686,3.4492742681465356
XGBoostsec_pred,1.7759027791001352,3.4694662563591696
LightGBMkm_pred+osrm_km,1.7760454611896563,3.442822541115333
XGBoostsec_pred+osrm_sec,1.7764553046175395,3.472619131235557
LightGBMsec_pred,1.7807115781463605,3.459067571020869
XGBoostosrm_sec,1.782808927716807,3.4333269080823796
XGBoostosrm_sec+osrm_km,1.78642704073185,3.4434257309613416
XGBoostosrm_km,1.7933239957029168,3.453409120050158
LightGBMosrm_sec+osrm_km,1.796659726318571,3.448219395378508
LightGBMosrm_km,1.7995644741778214,3.454379579975076
LightGBMosrm_sec,1.801025561719798,3.45528563858984
XGBoostnone,1.8410223948226538,3.258209581681052
LightGBMnone,1.914181381389334,3.3100230431805837
